0.61,0.3,0.59,0.12,0.5,0,0.49,0.27,NUC,
0.47,0.6,0.35,0.21,0.5,0,0.52,0.22,ME3,
0.63,0.64,0.49,0.2,0.5,0,0.52,0.25,CYT,
0.53,0.52,0.61,0.35,0.5,0,0.5,0.22,MIT,
0.58,0.37,0.58,0.16,0.5,0,0.51,0.22,NUC,
0.35,0.53,0.35,0.33,0.5,0,0.5,0.32,ME3,
0.61,0.48,0.54,0.25,0.5,0,0.5,0.22,CYT,
0.44,0.65,0.49,0.16,0.5,0,0.48,0.31,NUC,
0.39,0.28,0.46,0.12,0.5,0,0.41,0.22,NUC,
0.46,0.37,0.48,0.36,0.5,0,0.48,0.22,POX,
0.38,0.26,0.6,0.1,0.5,0,0.48,0.44,NUC,
0.4,0.42,0.71,0.21,0.5,0,0.54,0.32,CYT,
0.54,0.44,0.55,0.48,0.5,0,0.47,0.22,CYT,
0.34,0.58,0.5,0.26,0.5,0,0.51,0.22,NUC,
0.41,0.39,0.44,0.34,0.5,0,0.48,0.4,NUC,
0.36,0.43,0.39,0.12,0.5,0,0.49,0.22,ME3,
0.83,0.81,0.45,0.38,0.5,0,0.4,0.26,EXC,
0.25,0.39,0.5,0.23,0.5,0,0.5,0.28,NUC,
0.53,0.51,0.46,0.28,0.5,0,0.48,0.22,CYT,
0.49,0.42,0.56,0.55,0.5,0,0.42,0.25,MIT,
0.49,0.49,0.52,0.18,0.5,0,0.51,0.25,NUC,
0.38,0.42,0.47,0.12,0.5,0,0.47,0.53,NUC,
0.35,0.39,0.57,0.11,0.5,0,0.48,0.22,NUC,
0.77,0.68,0.35,0.19,0.5,0,0.53,0.43,ME1,
0.29,0.39,0.46,0.36,0.5,0,0.51,0.22,NUC,
0.54,0.52,0.63,0.37,0.5,0,0.46,0.22,MIT,
0.59,0.61,0.34,0.22,0.5,0,0.51,0.22,MIT,
0.45,0.53,0.51,0.42,0.5,0,0.52,0.22,MIT,
0.66,0.55,0.54,0.18,0.5,0,0.43,0.22,CYT,
0.67,0.57,0.36,0.19,0.5,0,0.56,0.22,ME2,
0.41,0.24,0.54,0.26,0.5,0,0.41,0.22,NUC,
0.47,0.59,0.37,0.31,0.5,0,0.51,0.36,NUC,
0.43,0.45,0.53,0.19,0.5,0,0.56,0.22,CYT,
0.37,0.55,0.52,0.13,0.5,0,0.42,0.8,CYT,
0.34,0.35,0.58,0.2,0.5,0,0.46,0.32,NUC,
0.5,0.5,0.62,0.23,0.5,0,0.35,0.11,CYT,
0.44,0.53,0.52,0.37,0.5,0,0.5,0.22,NUC,
0.52,0.48,0.54,0.28,0.5,0,0.54,0.22,NUC,
0.46,0.33,0.45,0.22,0.5,0,0.41,0.37,CYT,
0.6,0.47,0.45,0.22,0.5,0,0.51,0.29,CYT,
0.39,0.65,0.57,0.19,0.5,0,0.44,0.25,CYT,
0.49,0.53,0.36,0.15,0.5,0,0.52,0.27,ME3,
0.45,0.54,0.54,0.62,0.5,0,0.53,0.22,MIT,
0.36,0.68,0.46,0.16,0.5,0,0.53,0.28,NUC,
0.46,0.43,0.5,0.24,0.5,0,0.48,0.31,CYT,
0.4,0.45,0.61,0.29,0.5,0,0.44,0.22,CYT,
0.68,0.5,0.43,0.27,0.5,0,0.61,0.22,ME2,
0.58,0.44,0.57,0.13,0.5,0,0.54,0.22,NUC,
0.57,0.6,0.54,0.17,0.5,0,0.52,0.22,MIT,
0.45,0.56,0.53,0.32,0.5,0,0.57,0.22,CYT,
0.51,0.35,0.46,0.15,0.5,0,0.51,0.42,CYT,
0.55,0.4,0.62,0.22,0.5,0,0.37,0.28,NUC,
0.66,0.45,0.5,0.23,0.5,0,0.49,0.22,CYT,
0.61,0.46,0.51,0.37,0.5,0,0.51,0.22,MIT,
0.47,0.43,0.61,0.4,0.5,0,0.48,0.47,NUC,
0.73,0.63,0.42,0.3,0.5,0,0.49,0.22,CYT,
0.38,0.47,0.53,0.12,0.5,0,0.48,0.22,CYT,
0.26,0.38,0.52,0.36,0.5,0,0.48,0.56,NUC,
0.57,0.59,0.49,0.86,0.5,0,0.47,0.22,NUC,
0.49,0.44,0.45,0.22,0.5,0,0.51,0.22,CYT,
0.55,0.79,0.45,0.25,0.5,0,0.51,0.22,NUC,
0.38,0.62,0.52,0.14,0.5,0,0.53,0.22,CYT,
0.5,0.49,0.46,0.22,0.5,0,0.53,0.25,CYT,
0.42,0.31,0.5,0.15,0.5,0,0.53,0.22,NUC,
0.63,0.58,0.57,0.1,0.5,0,0.52,0.33,NUC,
