0.023,0.011,0.013,0.084,0.112,0.151,0.178,0.1,0.143,0.223,0.262,0.311,0.286,0.332,0.376,0.45,0.476,0.625,0.73,0.87,0.935,0.961,0.913,0.944,1.0,0.946,0.882,0.752,0.707,0.599,0.386,0.251,0.216,0.097,0.132,0.134,0.225,0.324,0.394,0.381,0.326,0.365,0.298,0.178,0.154,0.12,0.096,0.076,0.065,0.031,0.018,0.01,0.018,0.0080,0.0070,0.01,0.0060,0.0040,0.0060,0.0040,M,
0.013,0.0010,0.0090,0.046,0.052,0.078,0.093,0.094,0.171,0.148,0.153,0.11,0.089,0.124,0.12,0.114,0.214,0.284,0.364,0.543,0.667,0.798,0.927,0.903,0.919,1.0,0.982,0.909,0.818,0.696,0.59,0.545,0.514,0.539,0.553,0.532,0.483,0.379,0.183,0.175,0.168,0.067,0.061,0.038,0.053,0.028,0.018,0.011,0.0070,0.012,0.0090,0.0080,0.0040,0.0010,0.0010,0.0040,0.0040,0.0020,0.0020,0.0020,R,
0.013,0.017,0.018,0.036,0.044,0.074,0.08,0.046,0.037,0.125,0.24,0.232,0.252,0.147,0.067,0.11,0.235,0.328,0.442,0.517,0.651,0.779,0.798,0.779,0.859,0.932,0.945,0.864,0.722,0.485,0.136,0.295,0.472,0.604,0.808,0.987,0.88,0.641,0.428,0.27,0.264,0.334,0.434,0.454,0.396,0.252,0.108,0.037,0.029,0.01,0.0050,0.0090,0.0050,0.0050,0.0020,0.0010,0.0040,0.0020,0.0030,0.0040,M,
0.019,0.017,0.029,0.03,0.046,0.069,0.058,0.11,0.242,0.313,0.479,0.524,0.439,0.344,0.287,0.389,0.442,0.389,0.409,0.501,0.727,0.938,1.0,0.983,0.993,0.916,0.824,0.696,0.454,0.328,0.252,0.396,0.415,0.331,0.144,0.192,0.321,0.337,0.568,0.55,0.323,0.045,0.313,0.339,0.413,0.364,0.207,0.086,0.06,0.027,0.012,0.0040,0.014,0.014,0.017,0.013,0.011,0.012,0.011,0.0070,M,
0.03,0.036,0.021,0.023,0.046,0.066,0.094,0.097,0.254,0.313,0.219,0.262,0.242,0.218,0.116,0.124,0.089,0.176,0.176,0.154,0.051,0.18,0.404,0.57,0.658,0.747,0.854,0.908,0.867,0.889,0.906,0.852,0.72,0.62,0.625,0.685,0.734,0.628,0.572,0.612,0.56,0.496,0.503,0.577,0.591,0.48,0.388,0.278,0.143,0.042,0.027,0.02,0.0070,0.0070,0.0090,0.0090,0.0070,0.0040,0.0060,0.0020,M,
0.023,0.085,0.1,0.043,0.112,0.165,0.16,0.212,0.33,0.352,0.333,0.364,0.402,0.473,0.52,0.657,0.843,0.848,0.834,0.845,0.8,0.854,0.964,1.0,0.936,0.941,0.907,0.71,0.632,0.567,0.35,0.245,0.17,0.329,0.367,0.233,0.241,0.256,0.189,0.194,0.307,0.278,0.031,0.124,0.185,0.175,0.108,0.073,0.024,0.019,0.016,0.017,0.019,0.026,0.014,0.012,0.012,0.0090,0.0010,0.0040,M,
0.086,0.045,0.038,0.02,0.038,0.053,0.214,0.311,0.284,0.275,0.271,0.095,0.102,0.452,0.674,0.67,0.707,0.563,0.378,0.272,0.53,0.77,0.864,0.93,0.937,0.625,0.602,0.681,0.505,0.578,0.475,0.24,0.278,0.2,0.53,0.741,0.778,0.442,0.142,0.351,0.448,0.421,0.305,0.224,0.261,0.28,0.239,0.202,0.133,0.036,0.013,0.017,0.014,0.0080,0.0040,0.0050,0.026,0.01,0.0040,0.0040,R,
0.0090,0.027,0.022,0.034,0.03,0.117,0.145,0.064,0.074,0.136,0.213,0.374,0.374,0.267,0.233,0.537,0.731,0.766,0.627,0.44,0.433,0.433,0.554,0.736,0.859,0.899,0.942,0.94,0.938,0.858,0.728,0.67,0.755,0.877,0.992,0.992,0.942,0.839,0.66,0.482,0.292,0.177,0.114,0.07,0.158,0.194,0.111,0.069,0.018,0.02,0.031,0.021,0.0090,0.0060,0.0090,0.0090,0.0070,0.012,0.0060,0.011,R,
0.026,0.045,0.039,0.024,0.132,0.132,0.161,0.214,0.085,0.056,0.089,0.086,0.153,0.152,0.185,0.287,0.201,0.275,0.502,0.217,0.498,0.526,0.365,0.577,0.516,0.572,0.401,0.365,0.668,0.866,0.805,0.408,0.338,0.509,0.678,0.731,0.606,0.704,0.885,0.898,0.775,0.725,0.773,0.776,0.601,0.451,0.31,0.186,0.096,0.021,0.021,0.01,0.015,0.01,0.013,0.02,0.0020,0.02,0.026,0.018,R,
0.035,0.012,0.019,0.047,0.074,0.118,0.168,0.154,0.147,0.291,0.233,0.224,0.247,0.156,0.349,0.331,0.23,0.22,0.249,0.413,0.316,0.619,0.585,0.34,0.256,0.56,0.814,0.694,0.698,0.866,0.593,0.366,0.675,0.87,0.784,0.755,0.579,0.471,0.125,0.609,0.732,0.598,0.343,0.18,0.238,0.342,0.23,0.069,0.022,0.047,0.043,0.035,0.016,0.015,0.011,0.0050,0.01,0.0020,0.0070,0.0070,R,
