1.51131,13.69,3.2,1.81,72.81,1.76,5.43,1.19,0,7,
1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0,0,2,
1.52227,14.17,3.81,0.78,71.35,0,9.69,0,0,1,
1.51838,14.32,3.26,2.22,71.25,1.46,5.79,1.63,0,7,
1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0,0,3,
1.51911,13.9,3.73,1.18,72.12,0.06,8.89,0,0,1,
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0,0,1,
1.51571,12.72,3.46,1.56,73.2,0.67,8.09,0,0.24,1,
1.51617,14.95,0,2.27,73.3,0,8.71,0.67,0,7,
1.52369,13.44,0,1.58,72.22,0.32,12.24,0,0,5,
1.51743,12.2,3.25,1.16,73.55,0.62,8.9,0,0.24,2,
1.51321,13,0,3.02,70.7,6.21,6.93,0,0,5,
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0,0.09,2,
1.51711,14.23,0,2.08,73.36,0,8.62,1.67,0,7,
1.51683,14.56,0,1.98,73.29,0,8.52,1.57,0.07,7,
1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0,0.18,2,
1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0,0,2,
1.51769,12.45,2.71,1.29,73.7,0.56,9.06,0,0.24,1,
1.518,13.71,3.93,1.54,71.81,0.54,8.21,0,0.15,2,
1.52043,13.38,0,1.4,72.25,0.33,12.5,0,0,5,
1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0,0,2,

