1.51786,12.73,3.43,1.19,72.95,0.62,8.76,0,0.3,1,
1.51764,12.98,3.54,1.21,73,0.65,8.53,0,0,1,
1.5161,13.33,3.53,1.34,72.67,0.56,8.33,0,0,3,
1.51755,12.71,3.42,1.2,73.2,0.59,8.64,0,0,1,
1.51663,12.93,3.54,1.62,72.96,0.64,8.03,0,0.21,2,
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0,0,2,
1.51645,13.4,3.49,1.52,72.65,0.67,8.08,0,0.1,2,
1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0,0,2,
1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0,0.14,2,
1.52058,12.85,1.61,2.17,72.18,0.76,9.7,0.24,0.51,5,
1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0,0.1,2,
1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,3,
1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0,0,3,
1.51761,12.81,3.54,1.23,73.24,0.58,8.39,0,0,1,
1.51969,14.56,0,0.56,73.48,0,11.22,0,0,6,
1.52664,11.23,0,0.77,73.21,0,14.68,0,0,2,
1.53393,12.3,0,1,70.16,0.12,16.19,0,0.24,2,
1.51719,14.75,0,2,73.02,0,8.53,1.59,0.08,7,
1.51977,13.81,3.58,1.32,71.72,0.12,8.67,0.69,0,1,
1.51732,14.95,0,1.8,72.99,0,8.61,1.55,0,7,
1.51768,12.56,3.52,1.43,73.15,0.57,8.54,0,0,1,

