1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0,0,2,
1.51316,13.02,0,3.04,70.48,6.21,6.96,0,0,5,
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0,0,1,
1.53125,10.73,0,2.1,69.81,0.58,13.3,3.15,0.28,2,
1.51743,13.3,3.6,1.14,73.09,0.58,8.17,0,0,1,
1.51915,12.73,1.85,1.86,72.69,0.6,10.09,0,0,5,
1.52475,11.45,0,1.88,72.19,0.81,13.24,0,0.34,2,
1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0,0,2,
1.52315,13.44,3.34,1.23,72.38,0.6,8.83,0,0,7,
1.52172,13.51,3.86,0.88,71.79,0.23,9.54,0,0.11,1,
1.52739,11.02,0,0.75,73.08,0,14.96,0,0,2,
1.51778,13.21,2.81,1.29,72.98,0.51,9.02,0,0.09,1,
1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,2,
1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0,2,
1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0,0,2,
1.51784,12.68,3.67,1.16,73.11,0.61,8.7,0,0,1,
1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0,0,2,
1.5175,12.82,3.55,1.49,72.75,0.54,8.52,0,0.19,1,
1.51709,13,3.47,1.79,72.72,0.66,8.18,0,0,2,
1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0,0.29,2,
1.52196,14.36,3.85,0.89,71.36,0.15,9.15,0,0,1,
1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0,0.09,2,

