0.023,0.035,0.0030,0.03,0.034,0.086,0.174,0.135,0.106,0.035,0.058,0.138,0.227,0.404,0.522,0.685,0.752,0.776,0.771,0.863,1.0,0.887,0.806,0.876,0.907,0.943,0.885,0.65,0.297,0.242,0.299,0.228,0.228,0.153,0.104,0.035,0.107,0.137,0.133,0.145,0.112,0.044,0.076,0.138,0.083,0.065,0.084,0.06,0.05,0.031,0.015,0.011,0.01,0.0020,0.0050,0.0070,0.0060,0.0040,0.0040,0.0030,R,
0.022,0.022,0.027,0.014,0.036,0.078,0.091,0.091,0.115,0.097,0.12,0.11,0.119,0.176,0.239,0.214,0.193,0.176,0.075,0.126,0.2,0.157,0.26,0.539,0.844,1.0,0.868,0.674,0.554,0.464,0.361,0.206,0.162,0.209,0.31,0.234,0.106,0.038,0.053,0.129,0.224,0.192,0.159,0.094,0.084,0.067,0.034,0.047,0.036,0.014,0.0080,0.014,0.0040,0.0050,0.0070,0.0020,0.0050,0.0020,0.0010,0.0020,R,
0.043,0.056,0.071,0.062,0.122,0.152,0.154,0.039,0.061,0.011,0.126,0.247,0.301,0.375,0.452,0.539,0.659,0.711,0.76,0.867,0.842,0.797,0.838,0.932,0.856,0.616,0.414,0.327,0.311,0.255,0.337,0.446,0.5,0.511,0.519,0.462,0.423,0.437,0.428,0.443,0.37,0.332,0.256,0.253,0.214,0.179,0.101,0.053,0.045,0.012,0.0010,0.014,0.018,0.0080,0.0060,0.013,0.0090,0.0080,0.011,0.0050,M,
0.033,0.022,0.027,0.048,0.068,0.098,0.084,0.117,0.076,0.092,0.148,0.052,0.112,0.097,0.117,0.168,0.164,0.12,0.049,0.154,0.348,0.615,0.915,0.936,0.868,0.877,0.855,0.883,1.0,0.83,0.66,0.55,0.572,0.686,0.682,0.514,0.275,0.136,0.155,0.265,0.199,0.188,0.275,0.165,0.058,0.07,0.06,0.046,0.0020,0.0070,0.0040,0.0020,0.0030,0.0060,0.0050,0.0060,0.014,0.013,0.0050,0.0040,R,
0.041,0.114,0.052,0.023,0.065,0.112,0.179,0.241,0.268,0.206,0.155,0.267,0.314,0.29,0.353,0.508,0.464,0.186,0.447,0.408,0.54,0.479,0.433,0.611,0.509,0.461,0.724,0.899,0.883,0.92,0.8,0.603,0.212,0.287,0.403,0.28,0.309,0.355,0.254,0.143,0.587,0.643,0.583,0.429,0.489,0.578,0.432,0.264,0.179,0.077,0.08,0.038,0.014,0.027,0.013,0.017,0.01,0.022,0.01,0.0080,M,
0.019,0.0040,0.064,0.045,0.033,0.069,0.09,0.145,0.074,0.035,0.146,0.347,0.32,0.282,0.017,0.057,0.216,0.456,0.382,0.563,0.648,0.724,0.824,0.877,1.0,0.858,0.656,0.509,0.482,0.453,0.452,0.453,0.538,0.531,0.536,0.527,0.426,0.244,0.12,0.384,0.411,0.507,0.422,0.248,0.159,0.112,0.065,0.079,0.032,0.0070,0.0030,0.0090,0.012,0.011,0.0090,0.014,0.0070,0.0020,0.0060,0.012,R,
0.014,0.022,0.0090,0.011,0.022,0.014,0.066,0.095,0.079,0.102,0.126,0.083,0.049,0.085,0.151,0.14,0.107,0.192,0.299,0.325,0.38,0.566,0.748,0.876,0.905,0.751,0.686,0.704,0.586,0.377,0.221,0.263,0.267,0.291,0.198,0.229,0.319,0.287,0.292,0.281,0.268,0.211,0.151,0.179,0.185,0.172,0.09,0.066,0.044,0.011,0.0020,0.0060,0.0070,0.011,0.0010,0.0020,0.0020,0.0060,0.0040,0.0050,R,
0.037,0.059,0.063,0.053,0.026,0.142,0.207,0.273,0.307,0.26,0.348,0.4,0.457,0.595,0.792,0.827,0.809,0.898,0.983,0.898,0.889,0.937,0.912,0.794,0.672,0.632,0.486,0.339,0.483,0.382,0.308,0.127,0.074,0.151,0.191,0.182,0.171,0.095,0.283,0.301,0.16,0.148,0.288,0.205,0.106,0.14,0.106,0.053,0.04,0.018,0.035,0.012,0.0060,0.024,0.0030,0.0090,0.012,0.011,0.01,0.013,M,
0.038,0.032,0.042,0.035,0.179,0.164,0.089,0.082,0.178,0.205,0.314,0.312,0.369,0.388,0.585,0.787,0.974,1.0,0.984,0.861,0.844,0.906,0.585,0.403,0.595,0.679,0.639,0.5,0.558,0.483,0.473,0.332,0.397,0.389,0.231,0.104,0.131,0.086,0.257,0.318,0.265,0.271,0.171,0.058,0.123,0.22,0.22,0.107,0.042,0.016,0.0090,0.0050,0.0040,0.0080,0.01,0.0060,0.0060,0.0060,0.0040,0.0050,R,
0.02,0.018,0.027,0.023,0.072,0.083,0.123,0.13,0.208,0.272,0.219,0.304,0.296,0.206,0.091,0.161,0.18,0.218,0.203,0.151,0.052,0.214,0.433,0.594,0.693,0.758,0.879,0.906,0.853,0.909,0.966,0.931,0.777,0.664,0.66,0.688,0.694,0.593,0.577,0.622,0.584,0.453,0.491,0.576,0.501,0.404,0.312,0.223,0.108,0.041,0.025,0.013,0.0050,0.01,0.01,0.0090,0.0080,0.0020,0.0050,0.0040,M,
