0.011,0.045,0.029,0.071,0.108,0.102,0.161,0.212,0.306,0.294,0.31,0.343,0.246,0.189,0.118,0.208,0.274,0.327,0.234,0.126,0.058,0.124,0.324,0.436,0.573,0.782,0.925,0.935,0.935,1.0,0.931,0.848,0.76,0.704,0.754,0.799,0.767,0.596,0.473,0.484,0.434,0.395,0.484,0.538,0.448,0.267,0.154,0.136,0.094,0.026,0.0080,0.016,0.012,0.011,0.0020,0.01,0.0070,0.0060,0.0020,0.0040,M,
0.03,0.069,0.099,0.102,0.08,0.063,0.013,0.081,0.176,0.1,0.052,0.09,0.266,0.31,0.352,0.389,0.396,0.245,0.236,0.304,0.311,0.47,0.553,0.453,0.446,0.467,0.462,0.699,0.763,0.702,0.738,0.745,0.793,0.523,0.397,0.304,0.131,0.241,0.178,0.16,0.566,0.644,0.424,0.457,0.576,0.529,0.329,0.128,0.07,0.033,0.034,0.046,0.028,0.017,0.0090,0.0050,0.02,0.013,0.012,0.0020,M,
0.016,0.02,0.02,0.039,0.075,0.144,0.149,0.148,0.244,0.282,0.369,0.375,0.393,0.331,0.108,0.114,0.345,0.544,0.647,0.728,0.789,0.826,0.87,0.784,0.714,0.57,0.291,0.464,0.641,0.74,0.807,0.842,1.0,0.954,0.676,0.39,0.125,0.363,0.636,0.812,0.766,0.542,0.261,0.172,0.281,0.276,0.198,0.15,0.122,0.049,0.0030,0.0080,0.0030,0.0030,0.0080,0.0020,0.0080,0.011,0.0080,0.0030,M,
0.024,0.032,0.042,0.04,0.079,0.077,0.088,0.114,0.159,0.205,0.265,0.31,0.238,0.192,0.143,0.174,0.178,0.285,0.504,0.617,0.762,0.812,0.779,0.879,0.881,0.947,1.0,0.974,0.845,0.615,0.43,0.316,0.287,0.202,0.121,0.027,0.058,0.126,0.107,0.108,0.036,0.12,0.206,0.205,0.188,0.205,0.172,0.107,0.048,0.017,0.019,0.01,0.0070,0.0080,0.0040,0.0030,0.0030,0.0010,0.0040,0.0060,M,
0.044,0.045,0.024,0.101,0.225,0.261,0.206,0.167,0.18,0.308,0.379,0.536,0.617,0.784,0.839,0.902,1.0,0.891,0.875,0.789,0.716,0.758,0.637,0.321,0.208,0.228,0.331,0.285,0.195,0.167,0.102,0.136,0.221,0.112,0.168,0.104,0.256,0.262,0.224,0.118,0.11,0.283,0.238,0.026,0.197,0.148,0.043,0.063,0.051,0.047,0.025,0.027,0.02,0.014,0.018,0.0060,0.0040,0.012,0.015,0.01,M,
0.0040,0.0060,0.015,0.034,0.031,0.028,0.04,0.027,0.032,0.045,0.049,0.1,0.142,0.119,0.063,0.091,0.118,0.143,0.122,0.11,0.185,0.372,0.438,0.571,0.665,0.748,0.765,0.856,0.972,0.922,0.75,0.721,0.776,0.606,0.502,0.45,0.395,0.428,0.443,0.375,0.197,0.051,0.079,0.127,0.153,0.069,0.04,0.053,0.023,0.0070,0.0060,0.0060,0.012,0.0050,0.0060,0.0090,0.0040,0.0,0.0050,0.0040,R,
0.102,0.083,0.058,0.063,0.064,0.133,0.099,0.179,0.12,0.137,0.251,0.263,0.28,0.298,0.382,0.313,0.396,0.209,0.322,0.334,0.318,0.289,0.361,0.257,0.411,0.459,0.472,0.728,0.759,0.658,0.751,0.667,0.49,0.596,0.655,0.401,0.119,0.324,0.311,0.135,0.511,0.799,0.752,0.551,0.586,0.729,0.552,0.334,0.161,0.048,0.1,0.071,0.032,0.031,0.025,0.0090,0.018,0.021,0.023,0.011,M,
0.036,0.048,0.03,0.021,0.141,0.192,0.135,0.161,0.17,0.144,0.199,0.215,0.286,0.357,0.398,0.436,0.533,0.63,0.7,0.744,0.838,0.864,0.901,0.943,0.954,1.0,0.955,0.974,0.896,0.72,0.546,0.316,0.252,0.197,0.219,0.153,0.071,0.15,0.176,0.228,0.132,0.106,0.197,0.169,0.188,0.118,0.078,0.05,0.049,0.019,0.025,0.012,0.019,0.0060,0.01,0.0050,0.0070,0.011,0.0070,0.0030,M,
0.042,0.032,0.071,0.011,0.107,0.097,0.096,0.132,0.246,0.27,0.341,0.429,0.368,0.394,0.296,0.317,0.282,0.305,0.241,0.542,0.68,0.632,0.582,0.68,0.598,0.841,0.991,0.919,0.8,0.671,0.563,0.733,0.604,0.258,0.035,0.18,0.304,0.476,0.576,0.425,0.505,0.718,0.616,0.566,0.575,0.359,0.253,0.23,0.127,0.036,0.037,0.018,0.0040,0.0090,0.012,0.0080,0.0060,0.0020,0.0040,0.0020,M,
0.013,0.0080,0.019,0.014,0.044,0.067,0.061,0.013,0.09,0.092,0.144,0.148,0.209,0.256,0.26,0.198,0.239,0.313,0.408,0.453,0.489,0.567,0.623,0.674,0.828,0.882,0.92,0.896,0.755,0.674,0.646,0.501,0.366,0.23,0.136,0.212,0.24,0.267,0.286,0.206,0.166,0.263,0.255,0.17,0.147,0.129,0.093,0.072,0.032,0.026,0.014,0.0040,0.0030,0.0020,0.0020,0.0050,0.014,0.014,0.0030,0.0060,R,
0.073,0.125,0.166,0.15,0.144,0.277,0.256,0.171,0.047,0.111,0.174,0.316,0.325,0.216,0.203,0.258,0.18,0.242,0.361,0.181,0.26,0.657,0.973,0.976,0.808,0.652,0.492,0.536,0.765,0.525,0.51,0.422,0.416,0.191,0.022,0.422,0.55,0.248,0.203,0.273,0.284,0.446,0.318,0.081,0.119,0.213,0.324,0.294,0.147,0.021,0.036,0.044,0.023,0.029,0.014,0.016,0.018,0.019,0.021,0.0060,M,
0.032,0.01,0.03,0.056,0.076,0.096,0.099,0.102,0.103,0.215,0.308,0.342,0.299,0.14,0.124,0.153,0.19,0.243,0.212,0.24,0.327,0.595,0.83,0.904,0.989,0.991,0.945,1.0,0.909,0.741,0.769,0.712,0.53,0.213,0.093,0.13,0.116,0.123,0.177,0.034,0.156,0.082,0.115,0.169,0.095,0.0080,0.079,0.126,0.065,0.018,0.0050,0.0060,0.0090,0.014,0.0060,0.0060,0.0030,0.0030,0.0060,0.0070,M,
0.108,0.107,0.026,0.084,0.075,0.112,0.332,0.459,0.553,0.597,0.53,0.225,0.24,0.269,0.665,0.663,0.167,0.084,0.433,0.872,0.799,0.371,0.17,0.161,0.209,0.285,0.221,0.613,0.581,0.692,0.382,0.43,0.779,0.87,1.0,0.921,0.939,0.93,0.731,0.479,0.209,0.202,0.167,0.287,0.437,0.31,0.158,0.055,0.033,0.021,0.017,0.018,0.011,0.023,0.028,0.0030,0.0080,0.012,0.0080,0.014,M,
0.012,0.015,0.014,0.0080,0.021,0.106,0.102,0.044,0.093,0.073,0.074,0.062,0.106,0.118,0.172,0.258,0.323,0.382,0.424,0.422,0.445,0.408,0.331,0.401,0.447,0.522,0.755,0.95,1.0,0.908,0.828,0.757,0.726,0.615,0.568,0.576,0.532,0.367,0.167,0.087,0.065,0.189,0.268,0.289,0.234,0.167,0.102,0.12,0.07,0.017,0.011,0.0090,0.0020,0.0080,0.0060,0.0030,0.0030,0.0040,0.0070,0.0040,R,
0.045,0.047,0.07,0.102,0.14,0.149,0.149,0.077,0.117,0.168,0.28,0.332,0.401,0.43,0.535,0.541,0.687,0.804,0.919,0.917,1.0,0.997,0.909,0.792,0.67,0.532,0.357,0.248,0.316,0.378,0.314,0.171,0.294,0.523,0.593,0.544,0.452,0.338,0.322,0.218,0.167,0.263,0.298,0.204,0.116,0.092,0.088,0.023,0.038,0.014,0.014,0.012,0.0040,0.024,0.013,0.0080,0.022,0.032,0.015,0.0050,M,
0.031,0.034,0.02,0.089,0.157,0.175,0.092,0.135,0.159,0.28,0.334,0.294,0.161,0.334,0.498,0.73,0.735,0.825,0.879,0.966,1.0,0.871,0.647,0.597,0.822,0.776,0.611,0.42,0.299,0.135,0.244,0.562,0.556,0.696,0.73,0.702,0.547,0.142,0.474,0.641,0.438,0.318,0.238,0.281,0.137,0.114,0.103,0.069,0.042,0.012,0.0070,0.017,0.013,0.014,0.0090,0.0050,0.0030,0.012,0.0060,0.0020,R,
0.021,0.028,0.012,0.044,0.043,0.077,0.146,0.143,0.189,0.185,0.175,0.156,0.148,0.138,0.258,0.383,0.478,0.536,0.619,0.791,0.926,1.0,0.908,0.744,0.556,0.317,0.13,0.06,0.272,0.362,0.329,0.486,0.394,0.184,0.034,0.249,0.384,0.351,0.265,0.176,0.16,0.087,0.059,0.081,0.049,0.042,0.05,0.037,0.012,0.012,0.013,0.01,0.0010,0.0050,0.0040,0.0030,0.0080,0.0050,0.0020,0.0010,M,
0.0060,0.012,0.0070,0.011,0.022,0.028,0.053,0.058,0.105,0.111,0.094,0.083,0.092,0.091,0.149,0.167,0.127,0.137,0.11,0.129,0.215,0.289,0.424,0.617,0.817,0.962,0.828,0.582,0.467,0.354,0.273,0.141,0.186,0.218,0.236,0.172,0.059,0.062,0.185,0.245,0.298,0.304,0.228,0.148,0.11,0.118,0.061,0.033,0.028,0.01,0.0020,0.0070,0.0020,0.0030,0.0050,0.0040,0.0030,0.0040,0.0010,0.0040,R,
0.049,0.028,0.059,0.127,0.177,0.191,0.222,0.077,0.125,0.203,0.095,0.25,0.221,0.32,0.334,0.332,0.278,0.298,0.295,0.173,0.326,0.383,0.352,0.541,0.523,0.448,0.534,0.532,0.391,0.346,0.409,0.464,0.558,0.573,0.636,0.756,0.69,0.618,0.538,0.562,0.651,0.48,0.374,0.28,0.198,0.244,0.179,0.171,0.076,0.024,0.027,0.0080,0.013,0.016,0.0060,0.012,0.019,0.014,0.033,0.044,M,
0.072,0.157,0.111,0.108,0.067,0.18,0.111,0.279,0.141,0.08,0.253,0.392,0.338,0.161,0.189,0.331,0.228,0.218,0.185,0.517,0.534,0.63,0.844,0.676,0.582,0.614,0.881,0.838,0.387,0.505,0.546,0.424,0.153,0.495,0.698,0.711,0.565,0.487,0.552,0.443,0.525,0.608,0.525,0.136,0.427,0.444,0.219,0.09,0.12,0.063,0.023,0.031,0.013,0.0080,0.028,0.012,0.0090,0.015,0.016,0.013,M,
0.097,0.082,0.063,0.061,0.062,0.121,0.094,0.422,0.574,0.502,0.349,0.17,0.208,0.309,0.422,0.531,0.244,0.188,0.191,0.832,1.0,0.408,0.096,0.193,0.242,0.379,0.289,0.345,0.378,0.521,0.232,0.334,0.478,0.612,0.67,0.738,0.736,0.779,0.679,0.526,0.276,0.154,0.202,0.223,0.422,0.307,0.133,0.135,0.106,0.05,0.021,0.0070,0.0080,0.03,0.019,0.021,0.013,0.02,0.021,0.0040,M,

