0.019,0.037,0.095,0.082,0.025,0.049,0.142,0.197,0.187,0.181,0.214,0.152,0.198,0.484,0.73,0.781,0.791,0.612,0.42,0.281,0.515,0.757,0.86,1.0,0.846,0.68,0.697,0.584,0.477,0.52,0.424,0.159,0.167,0.059,0.397,0.715,0.732,0.351,0.059,0.269,0.42,0.387,0.244,0.2,0.231,0.189,0.196,0.17,0.137,0.04,0.014,0.0090,0.0030,0.011,0.0030,0.0060,0.0090,0.0060,0.0070,0.0020,R,
0.031,0.052,0.065,0.052,0.061,0.058,0.066,0.066,0.146,0.279,0.388,0.499,0.498,0.497,0.561,0.734,0.823,0.917,0.998,0.991,0.824,0.65,0.598,0.486,0.315,0.154,0.099,0.028,0.101,0.264,0.269,0.293,0.292,0.4,0.366,0.317,0.461,0.437,0.182,0.338,0.62,0.445,0.186,0.142,0.059,0.058,0.067,0.027,0.024,0.019,0.0060,0.032,0.019,0.014,0.028,0.015,0.0050,0.012,0.012,0.0060,M,
0.029,0.045,0.028,0.017,0.038,0.099,0.12,0.183,0.21,0.304,0.299,0.425,0.634,0.82,1.0,0.999,0.951,0.902,0.723,0.512,0.207,0.398,0.589,0.287,0.204,0.578,0.539,0.375,0.341,0.507,0.558,0.478,0.33,0.22,0.141,0.286,0.381,0.416,0.405,0.33,0.271,0.265,0.072,0.124,0.119,0.109,0.062,0.049,0.026,0.0080,0.01,0.0040,0.0010,0.0040,0.0010,0.0090,0.0060,0.0030,0.0050,0.0060,R,
0.011,0.022,0.027,0.038,0.122,0.206,0.149,0.093,0.135,0.18,0.249,0.297,0.367,0.439,0.526,0.676,0.74,0.828,0.903,0.958,1.0,0.998,0.89,0.749,0.637,0.674,0.721,0.682,0.551,0.479,0.392,0.253,0.109,0.139,0.255,0.33,0.282,0.214,0.227,0.214,0.235,0.287,0.26,0.192,0.126,0.1,0.095,0.121,0.073,0.017,0.021,0.027,0.015,0.026,0.01,0.0040,0.0050,0.014,0.01,0.0020,M,
0.032,0.025,0.017,0.048,0.09,0.106,0.102,0.121,0.124,0.153,0.213,0.254,0.269,0.28,0.189,0.148,0.216,0.242,0.299,0.334,0.379,0.396,0.523,0.691,0.787,0.834,0.92,1.0,0.899,0.646,0.597,0.436,0.3,0.229,0.187,0.092,0.183,0.174,0.245,0.241,0.252,0.318,0.168,0.068,0.119,0.183,0.188,0.111,0.031,0.014,0.014,0.011,0.0060,0.0040,0.0070,0.0010,0.0050,0.0040,0.0,0.0060,M,
0.016,0.063,0.074,0.061,0.023,0.105,0.134,0.064,0.152,0.078,0.179,0.268,0.179,0.104,0.198,0.323,0.375,0.259,0.368,0.351,0.561,0.523,0.547,0.695,0.635,0.676,0.85,0.802,0.656,0.859,0.666,0.537,0.312,0.376,0.28,0.088,0.332,0.424,0.18,0.374,0.463,0.161,0.249,0.32,0.226,0.115,0.048,0.094,0.082,0.017,0.024,0.026,0.014,0.023,0.019,0.018,0.011,0.0090,0.0080,0.011,M,
0.0090,0.027,0.025,0.024,0.022,0.084,0.149,0.122,0.157,0.212,0.3,0.309,0.274,0.255,0.187,0.145,0.146,0.243,0.326,0.368,0.336,0.31,0.391,0.528,0.641,0.771,0.875,1.0,0.981,0.697,0.497,0.502,0.536,0.384,0.185,0.115,0.157,0.131,0.158,0.263,0.31,0.451,0.378,0.127,0.146,0.109,0.148,0.138,0.072,0.018,0.02,0.01,0.01,0.0090,0.0020,0.0040,0.0020,0.0070,0.0060,0.0020,M,
0.065,0.065,0.074,0.113,0.248,0.126,0.18,0.099,0.246,0.342,0.213,0.138,0.403,0.568,0.24,0.433,0.595,0.577,0.818,0.884,0.525,0.637,0.838,0.67,0.776,0.875,0.83,0.69,0.337,0.64,0.714,0.82,0.666,0.525,0.296,0.07,0.097,0.394,0.603,0.352,0.392,0.481,0.46,0.416,0.544,0.565,0.32,0.248,0.13,0.082,0.024,0.021,0.036,0.024,0.045,0.039,0.036,0.044,0.024,0.01,M,
0.0020,0.019,0.029,0.02,0.052,0.082,0.1,0.012,0.117,0.148,0.212,0.258,0.235,0.133,0.0090,0.195,0.368,0.465,0.542,0.626,0.742,0.826,0.861,0.84,0.895,0.994,1.0,0.965,0.875,0.626,0.218,0.294,0.364,0.501,0.784,0.936,0.82,0.621,0.451,0.3,0.267,0.224,0.314,0.369,0.299,0.223,0.085,0.036,0.029,0.012,0.0040,0.011,0.0080,0.0090,0.0040,0.0030,0.0010,0.0010,0.0030,0.0050,M,
0.029,0.038,0.026,0.0060,0.013,0.061,0.09,0.111,0.097,0.075,0.053,0.121,0.176,0.204,0.273,0.232,0.268,0.293,0.33,0.491,0.54,0.626,0.683,0.753,0.85,0.894,0.993,0.913,0.708,0.632,0.613,0.464,0.28,0.172,0.166,0.256,0.274,0.321,0.272,0.188,0.155,0.252,0.212,0.18,0.147,0.068,0.109,0.092,0.04,0.0090,0.0080,0.0060,0.0070,0.011,0.0050,0.01,0.0040,0.0060,0.0050,0.0090,R,
