1.51761,13.89,3.6,1.36,72.73,0.48,7.83,0,0,1,
1.52152,13.05,3.65,0.87,72.22,0.19,9.85,0,0.17,1,
1.51653,11.95,0,1.19,75.18,2.7,8.93,0,0,7,
1.51602,14.85,0,2.38,73.28,0,8.76,0.64,0.09,7,
1.51793,12.79,3.5,1.12,73.03,0.64,8.77,0,0,1,
1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0,0.35,2,
1.51567,13.29,3.45,1.21,72.74,0.56,8.57,0,0,1,
1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0,0.31,1,
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0,0,3,
1.52222,14.43,0,1,72.67,0.1,11.52,0,0.08,2,
1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0,0.17,3,
1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0,0,5,
1.51655,13.41,3.39,1.28,72.64,0.52,8.65,0,0,3,
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0,0.11,1,
1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0,0,1,
1.52101,13.64,4.49,1.1,71.78,0.06,8.75,0,0,1,
1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0,0,3,
1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0,0.12,2,
1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0,0,1,
1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0,0.22,2,
1.52247,14.86,2.2,2.06,70.26,0.76,9.76,0,0,7,
1.52667,13.99,3.7,0.71,71.57,0.02,9.82,0,0.1,1,

