0.53,0.4,0.57,0.12,0.5,0,0.53,0.32,NUC,
0.42,0.42,0.55,0.31,0.5,0,0.43,0.22,NUC,
0.66,0.65,0.53,0.17,0.5,0,0.47,0.66,NUC,
0.59,0.67,0.54,0.19,0.5,0,0.48,0.6,NUC,
0.66,0.43,0.57,0.6,0.5,0,0.19,0.33,NUC,
0.46,0.48,0.44,0.21,0.5,0,0.55,0.22,POX,
0.57,0.43,0.52,0.3,0.5,0,0.37,0.11,CYT,
0.32,0.29,0.29,0.08,0.5,0,0.52,0.22,ME3,
0.32,0.49,0.53,0.28,0.5,0,0.5,0.5,NUC,
0.56,0.57,0.63,0.39,1,0,0.59,0.4,NUC,
0.55,0.51,0.54,0.2,0.5,0,0.56,0.22,CYT,
0.45,0.27,0.57,0.36,0.5,0,0.52,0.18,CYT,
0.53,0.45,0.52,0.29,0.5,0,0.55,0.38,MIT,
0.47,0.46,0.59,0.49,0.5,0,0.56,0.22,MIT,
0.74,0.57,0.51,0.28,0.5,0,0.58,0.22,VAC,
0.67,0.61,0.39,0.24,0.5,0,0.51,0.22,ME3,
0.62,0.42,0.47,0.16,0.5,0,0.52,0.22,CYT,
0.48,0.55,0.48,0.1,0.5,0,0.55,0.22,CYT,
0.49,0.46,0.34,0.21,0.5,0,0.55,0.22,ME3,
0.71,0.79,0.41,0.38,0.5,0,0.54,0.22,ME1,
0.57,0.55,0.52,0.16,0.5,0,0.49,0.39,NUC,
0.49,0.46,0.42,0.46,0.5,0,0.55,0.22,NUC,
0.77,0.6,0.42,0.33,0.5,0,0.57,0.22,ME2,
0.39,0.42,0.38,0.4,0.5,0,0.49,0.47,ME3,
0.69,0.57,0.39,0.19,0.5,0,0.48,0.39,ME2,
0.59,0.49,0.45,0.22,0.5,0,0.45,0.31,NUC,
0.5,0.45,0.52,0.18,0.5,0,0.52,0.22,CYT,
0.61,0.6,0.55,0.21,0.5,0,0.5,0.25,NUC,
0.52,0.47,0.58,0.18,0.5,0,0.34,0.11,CYT,
0.52,0.46,0.34,0.2,0.5,0,0.51,0.25,ME3,
0.49,0.62,0.65,0.18,0.5,0,0.46,0.43,NUC,
0.36,0.5,0.39,0.23,0.5,0,0.5,0.22,ME3,
0.36,0.3,0.5,0.19,0.5,0,0.55,0.3,NUC,
0.58,0.45,0.48,0.24,0.5,0,0.52,0.37,CYT,
0.37,0.51,0.57,0.4,0.5,0,0.48,0.27,MIT,
0.39,0.58,0.5,0.1,0.5,0,0.51,0.25,CYT,
0.46,0.4,0.38,0.18,0.5,0,0.49,0.22,ME3,
0.41,0.49,0.55,0.13,0.5,0,0.55,0.22,CYT,
0.57,0.59,0.5,0.58,0.5,0,0.53,0.22,MIT,
0.54,0.52,0.54,0.2,0.5,0,0.55,0.25,NUC,
0.58,0.45,0.55,0.27,0.5,0,0.48,0.11,CYT,
0.59,0.46,0.48,0.46,0.5,0,0.49,0.22,CYT,
0.78,0.7,0.32,0.23,0.5,0,0.53,0.22,ME1,
0.25,0.35,0.22,0.18,0.5,0,0.46,0.22,ME3,
0.48,0.55,0.58,0.18,0.5,0,0.38,0.69,NUC,
0.51,0.34,0.49,0.16,0.5,0,0.53,0.21,NUC,
0.44,0.53,0.52,0.23,0.5,0.83,0.51,0.22,POX,
0.31,0.45,0.5,0.17,0.5,0,0.49,0.22,CYT,
0.36,0.37,0.63,0.25,0.5,0,0.3,0.22,CYT,
0.55,0.49,0.5,0.46,0.5,0,0.52,0.25,MIT,
0.43,0.41,0.37,0.18,0.5,0,0.54,0.31,ME3,
0.45,0.27,0.5,0.33,0.5,0,0.53,0.26,CYT,
0.69,0.6,0.5,0.31,0.5,0,0.55,0.22,CYT,
0.5,0.44,0.57,0.28,0.5,0,0.57,0.22,CYT,
0.45,0.51,0.43,0.22,0.5,0,0.57,0.22,NUC,
0.65,0.63,0.47,0.22,0.5,0,0.52,0.27,CYT,
0.52,0.45,0.53,0.34,0.5,0,0.52,0.44,CYT,
0.56,0.48,0.5,0.17,0.5,0,0.51,0.26,CYT,
0.55,0.46,0.46,0.31,0.5,0,0.58,0.48,NUC,
0.43,0.33,0.67,0.12,0.5,0,0.45,0.23,CYT,
0.6,0.68,0.3,0.27,0.5,0,0.55,0.22,ME3,
