1.51994,13.27,0,1.76,73.03,0.47,11.32,0,0,5,
1.51514,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0,5,
1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0,0,2,
1.51707,13.48,3.48,1.71,72.52,0.62,7.99,0,0,2,
1.51627,13,3.58,1.54,72.83,0.61,8.04,0,0,2,
1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0,0.17,1,
1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0,1,
1.51818,13.72,0,0.56,74.45,0,10.99,0,0,2,
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0,0.1,3,
1.51508,15.15,0,2.25,73.5,0,8.34,0.63,0,7,
1.51569,13.24,3.49,1.47,73.25,0.38,8.03,0,0,2,
1.5166,12.99,3.18,1.23,72.97,0.58,8.81,0,0.24,2,
1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0,0,2,
1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0,0.19,2,
1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0,0,2,
1.51969,12.64,0,1.65,73.75,0.38,11.53,0,0,5,
1.51966,14.77,3.75,0.29,72.02,0.03,9,0,0,1,
1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0,0,2,
1.5169,13.33,3.54,1.61,72.54,0.68,8.11,0,0,2,
1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0,0.2,2,
1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0,0,2,
1.51852,14.09,2.19,1.66,72.67,0,9.32,0,0,6,

