1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0,0,3,
1.5221,13.73,3.84,0.72,71.76,0.17,9.74,0,0,1,
1.51299,14.4,1.74,1.54,74.55,0,7.59,0,0,6,
1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0,0,3,
1.51736,12.78,3.62,1.29,72.79,0.59,8.7,0,0,1,
1.51775,12.85,3.48,1.23,72.97,0.61,8.56,0.09,0.22,1,
1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0,0,2,
1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0,0.12,2,
1.51645,14.94,0,1.87,73.11,0,8.67,1.38,0,7,
1.51753,12.57,3.47,1.38,73.39,0.6,8.55,0,0.06,1,
1.51589,12.88,3.43,1.4,73.28,0.69,8.05,0,0.24,1,
1.51918,14.04,3.58,1.37,72.08,0.56,8.3,0,0,1,
1.51666,12.86,0,1.83,73.88,0.97,10.17,0,0,5,
1.51742,13.27,3.62,1.24,73.08,0.55,8.07,0,0,1,
1.51789,13.19,3.9,1.3,72.33,0.55,8.44,0,0.28,2,
1.52127,14.32,3.9,0.83,71.5,0,9.49,0,0,3,
1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0,0,2,
1.51937,13.79,2.41,1.19,72.76,0,9.77,0,0,6,
1.5161,13.42,3.4,1.22,72.69,0.59,8.32,0,0,3,
1.51869,13.19,3.37,1.18,72.72,0.57,8.83,0,0.16,1,
1.51888,14.99,0.78,1.74,72.5,0,9.95,0,0,6,

